"Date"	"Genre"	"Text"	"Prepositions"	"Region"	"GenreRedux"	"DateRedux"
"318"	1685	"Education"	"locke"	124.42	"South"	"NonFiction"	"1600-1699"
"319"	1685	"Education"	"locke"	132.76	"South"	"NonFiction"	"1600-1699"
"320"	1539	"PublicLetter"	"lords"	101.85	"South"	"Conversational"	"1500-1599"
"321"	1559	"Diary"	"machyn"	149.83	"South"	"Conversational"	"1500-1599"
"322"	1559	"Diary"	"machyn"	148.4	"South"	"Conversational"	"1500-1599"
"323"	1559	"Diary"	"machyn"	147.85	"South"	"Conversational"	"1500-1599"
"324"	1582	"Diary"	"madox"	119.83	"South"	"Conversational"	"1500-1599"
"325"	1582	"Diary"	"madox"	136.83	"South"	"Conversational"	"1500-1599"
"326"	1582	"Diary"	"madox"	122.38	"South"	"Conversational"	"1500-1599"
"327"	1535	"PrivateLetter"	"manners"	112.28	"South"	"Conversational"	"1500-1599"
"328"	1537	"PublicLetter"	"marches"	152.75	"South"	"Conversational"	"1500-1599"
"329"	1615	"Handbook"	"markham"	130.78	"South"	"NonFiction"	"1600-1699"
"330"	1615	"Handbook"	"markham"	129.01	"South"	"NonFiction"	"1600-1699"
"331"	1615	"Handbook"	"markham"	128.86	"South"	"NonFiction"	"1600-1699"
"332"	1630	"PrivateLetter"	"masham"	109.03	"South"	"Conversational"	"1600-1699"
"333"	1630	"PrivateLetter"	"masham"	118.86	"South"	"Conversational"	"1600-1699"
"334"	1630	"PrivateLetter"	"masham"	108.5	"South"	"Conversational"	"1600-1699"
"335"	1675	"PublicLetter"	"memo"	146.85	"South"	"Conversational"	"1600-1699"
"336"	1675	"PublicLetter"	"memo"	162.22	"South"	"Conversational"	"1600-1699"
"337"	1526	"Fiction"	"merrytal"	113.66	"South"	"Fiction"	"1500-1599"
"338"	1526	"Fiction"	"merrytal"	106.91	"South"	"Fiction"	"1500-1599"
"339"	1526	"Fiction"	"merrytal"	109.44	"South"	"Fiction"	"1500-1599"
"340"	1678	"PrivateLetter"	"mhatton"	127.7	"South"	"Conversational"	"1600-1699"
"341"	1536	"PrivateLetter"	"mhoward"	115.62	"South"	"Conversational"	"1500-1599"
"342"	1670	"History"	"milton"	155.1	"South"	"NonFiction"	"1600-1699"
"343"	1670	"History"	"milton"	162.07	"South"	"NonFiction"	"1600-1699"
"344"	1670	"History"	"milton"	165.42	"South"	"NonFiction"	"1600-1699"
"345"	1681	"PrivateLetter"	"montague"	111.69	"South"	"Conversational"	"1600-1699"
"346"	1529	"PrivateLetter"	"morelet"	123.26	"South"	"Conversational"	"1500-1599"
"347"	1535	"PrivateLetter"	"morelet"	123.39	"South"	"Conversational"	"1500-1599"
"348"	1535	"PrivateLetter"	"morelet"	131.34	"South"	"Conversational"	"1500-1599"
"349"	1513	"History"	"moreric"	134.23	"South"	"NonFiction"	"1500-1599"
"350"	1513	"History"	"moreric"	132.12	"South"	"NonFiction"	"1500-1599"
"351"	1513	"History"	"moreric"	134.41	"South"	"NonFiction"	"1500-1599"
"352"	1524	"PublicLetter"	"morewol"	151.56	"South"	"Conversational"	"1500-1599"
"353"	1524	"PublicLetter"	"morewol"	137.37	"South"	"Conversational"	"1500-1599"
"354"	1524	"PublicLetter"	"morewol"	123.91	"South"	"Conversational"	"1500-1599"
"355"	1642	"PrivateLetter"	"moxinden"	99.4	"South"	"Conversational"	"1600-1699"
"356"	1642	"PrivateLetter"	"moxinden"	108.87	"South"	"Conversational"	"1600-1699"
"357"	1534	"PrivateLetter"	"mroper"	141.84	"South"	"Conversational"	"1500-1599"
"358"	1534	"PrivateLetter"	"mroper"	117.84	"South"	"Conversational"	"1500-1599"
"359"	1534	"PrivateLetter"	"mroper"	134.8	"South"	"Conversational"	"1500-1599"
"360"	1515	"PublicLetter"	"mtudor"	135.72	"South"	"Conversational"	"1500-1599"
"361"	1515	"PublicLetter"	"mtudor"	139.83	"South"	"Conversational"	"1500-1599"
"362"	1528	"PublicLetter"	"mtudor"	101.52	"South"	"Conversational"	"1500-1599"
"363"	1505	"PrivateLetter"	"nevill"	98.04	"South"	"Conversational"	"1500-1599"
"364"	1631	"PrivateLetter"	"nferrar"	112.9	"South"	"Conversational"	"1600-1699"
"365"	1631	"PrivateLetter"	"nferrar"	121.43	"South"	"Conversational"	"1600-1699"
"366"	1631	"PrivateLetter"	"nferrar"	118.75	"South"	"Conversational"	"1600-1699"
"367"	1706	"PrivateLetter"	"nhadd"	143.97	"South"	"Conversational"	"1700-1799"
"368"	1706	"PrivateLetter"	"nhadd"	153.55	"South"	"Conversational"	"1700-1799"
"369"	1719	"PrivateLetter"	"nhadd"	122.84	"South"	"Conversational"	"1700-1799"
"370"	1685	"TrialProceeding"	"oates"	95.82	"South"	"Legal"	"1600-1699"
"371"	1685	"TrialProceeding"	"oates"	112.45	"South"	"Legal"	"1600-1699"
"372"	1685	"TrialProceeding"	"oates"	102	"South"	"Legal"	"1600-1699"
"373"	1676	"PublicLetter"	"osborne"	147.21	"South"	"Conversational"	"1600-1699"
"374"	1676	"PublicLetter"	"osborne"	142.25	"South"	"Conversational"	"1600-1699"
"375"	1687	"Fiction"	"penny"	90.45	"South"	"Fiction"	"1600-1699"
"376"	1687	"Fiction"	"penny"	116.1	"South"	"Fiction"	"1600-1699"
"377"	1687	"Fiction"	"penny"	112.12	"South"	"Fiction"	"1600-1699"
"378"	1667	"Diary"	"pepys"	128.7	"South"	"Conversational"	"1600-1699"
"379"	1667	"Diary"	"pepys"	126.75	"South"	"Conversational"	"1600-1699"
"380"	1667	"Diary"	"pepys"	128.2	"South"	"Conversational"	"1600-1699"
"381"	1603	"Biography"	"perrott"	135.64	"South"	"NonFiction"	"1600-1699"
"382"	1603	"Biography"	"perrott"	139.44	"South"	"NonFiction"	"1600-1699"
"383"	1603	"Biography"	"perrott"	146.14	"South"	"NonFiction"	"1600-1699"
"384"	1625	"PrivateLetter"	"pettit"	124.71	"South"	"Conversational"	"1600-1699"
"385"	1625	"PrivateLetter"	"pettit"	118.28	"South"	"Conversational"	"1600-1699"
"386"	1628	"PrivateLetter"	"pettit"	155.32	"South"	"Conversational"	"1600-1699"
"387"	1632	"PrivateLetter"	"peyton"	105.88	"South"	"Conversational"	"1600-1699"
"388"	1685	"PrivateLetter"	"phenry"	124.36	"South"	"Conversational"	"1600-1699"
"389"	1685	"PrivateLetter"	"phenry"	133.41	"South"	"Conversational"	"1600-1699"
"390"	1685	"PrivateLetter"	"phenry"	114.86	"South"	"Conversational"	"1600-1699"
"391"	1677	"PublicLetter"	"proposals"	151.11	"South"	"Conversational"	"1600-1699"
"392"	1626	"PrivateLetter"	"proud"	74.71	"South"	"Conversational"	"1600-1699"
"393"	1636	"PrivateLetter"	"proud"	117.02	"South"	"Conversational"	"1600-1699"
"394"	1600	"TrialProceeding"	"raleigh"	112.03	"South"	"Legal"	"1600-1699"
"395"	1600	"TrialProceeding"	"raleigh"	122.62	"South"	"Legal"	"1600-1699"
"396"	1598	"PublicLetter"	"rcecil"	140.28	"South"	"Conversational"	"1500-1599"
"397"	1598	"PublicLetter"	"rcecil"	160.43	"South"	"Conversational"	"1500-1599"
"398"	1598	"PublicLetter"	"rcecil"	124.89	"South"	"Conversational"	"1500-1599"
"399"	1551	"Science"	"record"	130.33	"South"	"NonFiction"	"1500-1599"
"400"	1551	"Science"	"record"	132.82	"South"	"NonFiction"	"1500-1599"
"401"	1551	"Science"	"record"	126.99	"South"	"NonFiction"	"1500-1599"
"402"	1633	"PrivateLetter"	"rferrar"	95.96	"South"	"Conversational"	"1600-1699"
"403"	1692	"PrivateLetter"	"rhaddjr"	115.94	"South"	"Conversational"	"1600-1699"
"404"	1658	"PrivateLetter"	"rhaddsr"	153.3	"South"	"Conversational"	"1600-1699"
"405"	1673	"PrivateLetter"	"rhaddsr"	122.42	"South"	"Conversational"	"1600-1699"
"406"	1673	"PrivateLetter"	"rhaddsr"	125.89	"South"	"Conversational"	"1600-1699"
"407"	1688	"PrivateLetter"	"rhaddsr"	116.5	"South"	"Conversational"	"1600-1699"
"408"	1703	"PrivateLetter"	"rhaddsr"	137.04	"South"	"Conversational"	"1700-1799"
"409"	1712	"PrivateLetter"	"rhaddsr"	128.34	"South"	"Conversational"	"1700-1799"
"410"	1624	"PublicLetter"	"rich"	125.3	"South"	"Conversational"	"1600-1699"
"411"	1555	"Biography"	"roper"	142.94	"South"	"NonFiction"	"1500-1599"
"412"	1555	"Biography"	"roper"	142.93	"South"	"NonFiction"	"1500-1599"
"413"	1555	"Biography"	"roper"	137.27	"South"	"NonFiction"	"1500-1599"
"414"	1607	"PrivateLetter"	"roxinden"	134.38	"South"	"Conversational"	"1600-1699"
"415"	1627	"PrivateLetter"	"roxinden"	120.27	"South"	"Conversational"	"1600-1699"
"416"	1627	"PrivateLetter"	"roxinden"	106.67	"South"	"Conversational"	"1600-1699"
"417"	1631	"PrivateLetter"	"roxinden"	141.51	"South"	"Conversational"	"1600-1699"
"418"	1631	"PrivateLetter"	"roxinden"	114.68	"South"	"Conversational"	"1600-1699"
"419"	1536	"PrivateLetter"	"rplumpt"	128.94	"South"	"Conversational"	"1500-1599"
"420"	1536	"PrivateLetter"	"rplumpt"	121.21	"South"	"Conversational"	"1500-1599"
"421"	1503	"PrivateLetter"	"rplumpt"	150.18	"South"	"Conversational"	"1500-1599"
"422"	1503	"PrivateLetter"	"rplumpt"	109.76	"South"	"Conversational"	"1500-1599"
"423"	1538	"PublicLetter"	"russell"	147.85	"South"	"Conversational"	"1500-1599"
"424"	1546	"PrivateLetter"	"savill"	131.38	"South"	"Conversational"	"1500-1599"
"425"	1591	"Sermon"	"smith"	118.27	"South"	"Religious"	"1500-1599"
"426"	1591	"Sermon"	"smith"	125.24	"South"	"Religious"	"1500-1599"
"427"	1591	"Sermon"	"smith"	118.44	"South"	"Religious"	"1500-1599"
"428"	1697	"PublicLetter"	"somers"	148.1	"South"	"Conversational"	"1600-1699"
"429"	1686	"PrivateLetter"	"southard"	144.28	"South"	"Conversational"	"1600-1699"
"430"	1688	"PublicLetter"	"spencer"	132.59	"South"	"Conversational"	"1600-1699"
"431"	1708	"PublicLetter"	"spencer"	132.58	"South"	"Conversational"	"1700-1799"
"432"	1708	"PublicLetter"	"spencer"	140.44	"South"	"Conversational"	"1700-1799"
"433"	1512	"Law"	"stat"	170.21	"South"	"Legal"	"1500-1599"
"434"	1515	"Law"	"stat"	176.6	"South"	"Legal"	"1500-1599"
"435"	1536	"Law"	"stat"	149.2	"South"	"Legal"	"1500-1599"
"436"	1545	"Law"	"stat"	176.03	"South"	"Legal"	"1500-1599"
"437"	1545	"Law"	"stat"	156.88	"South"	"Legal"	"1500-1599"
"438"	1555	"Law"	"stat"	154.64	"South"	"Legal"	"1500-1599"
"439"	1563	"Law"	"stat"	154.27	"South"	"Legal"	"1500-1599"
"440"	1572	"Law"	"stat"	150	"South"	"Legal"	"1500-1599"
"441"	1572	"Law"	"stat"	140.2	"South"	"Legal"	"1500-1599"
"442"	1589	"Law"	"stat"	130.75	"South"	"Legal"	"1500-1599"
"443"	1589	"Law"	"stat"	149.45	"South"	"Legal"	"1500-1599"
"444"	1593	"Law"	"stat"	158.93	"South"	"Legal"	"1500-1599"
"445"	1610	"Law"	"stat"	150.06	"South"	"Legal"	"1600-1699"
"446"	1610	"Law"	"stat"	159.5	"South"	"Legal"	"1600-1699"
"447"	1627	"Law"	"stat"	149.68	"South"	"Legal"	"1600-1699"
"448"	1640	"Law"	"stat"	161.17	"South"	"Legal"	"1600-1699"
"449"	1666	"Law"	"stat"	159.85	"South"	"Legal"	"1600-1699"
"450"	1671	"Law"	"stat"	160.66	"South"	"Legal"	"1600-1699"
"451"	1699	"Law"	"stat"	155.92	"South"	"Legal"	"1600-1699"
"452"	1699	"Law"	"stat"	159.49	"South"	"Legal"	"1600-1699"
"453"	1580	"History"	"stow"	162.34	"South"	"NonFiction"	"1500-1599"
"454"	1580	"History"	"stow"	147.42	"South"	"NonFiction"	"1500-1599"
"455"	1580	"History"	"stow"	163.91	"South"	"NonFiction"	"1500-1599"
"456"	1665	"PrivateLetter"	"strype"	127.08	"South"	"Conversational"	"1600-1699"
"457"	1665	"PrivateLetter"	"strype"	107.91	"South"	"Conversational"	"1600-1699"
"458"	1549	"PublicLetter"	"surety"	110.39	"South"	"Conversational"	"1500-1599"
"459"	1593	"PublicLetter"	"talbot"	134.83	"South"	"Conversational"	"1500-1599"
"460"	1630	"PrivateLetter"	"tbarring"	109.09	"South"	"Conversational"	"1600-1699"
"461"	1630	"PrivateLetter"	"tbarring"	105.54	"South"	"Conversational"	"1600-1699"
"462"	1630	"PrivateLetter"	"tbarring"	135.23	"South"	"Conversational"	"1600-1699"
"463"	1520	"PublicLetter"	"thoward"	150.62	"South"	"Conversational"	"1500-1599"
"464"	1520	"PublicLetter"	"thoward"	144.3	"South"	"Conversational"	"1500-1599"
"465"	1571	"TrialProceeding"	"thoward"	140.42	"South"	"Legal"	"1500-1599"
"466"	1571	"TrialProceeding"	"thoward"	134.57	"South"	"Legal"	"1500-1599"
"467"	1554	"TrialProceeding"	"throckm"	121.23	"South"	"Legal"	"1500-1599"
"468"	1671	"Sermon"	"tillots"	141.61	"South"	"Religious"	"1600-1699"
"469"	1671	"Sermon"	"tillots"	129.71	"South"	"Religious"	"1600-1699"
"470"	1679	"Sermon"	"tillots"	132.86	"South"	"Religious"	"1600-1699"
"471"	1679	"Sermon"	"tillots"	131.75	"South"	"Religious"	"1600-1699"
"472"	1680	"Sermon"	"tillots"	145.02	"South"	"Religious"	"1600-1699"
"473"	1517	"Travel"	"torkingt"	141.51	"South"	"NonFiction"	"1500-1599"
"474"	1517	"Travel"	"torkingt"	142.78	"South"	"NonFiction"	"1500-1599"
"475"	1517	"Travel"	"torkingt"	141.09	"South"	"NonFiction"	"1500-1599"
"476"	1594	"PublicLetter"	"trincoll"	142.16	"South"	"Conversational"	"1500-1599"
"477"	1521	"PublicLetter"	"tunstall"	144.64	"South"	"Conversational"	"1500-1599"
"478"	1521	"PublicLetter"	"tunstall"	143.49	"South"	"Conversational"	"1500-1599"
"479"	1568	"Handbook"	"turner"	122.26	"South"	"NonFiction"	"1500-1599"
"480"	1568	"Handbook"	"turner"	119.82	"South"	"NonFiction"	"1500-1599"
"481"	1568	"Handbook"	"turner"	138.61	"South"	"NonFiction"	"1500-1599"
"482"	1562	"Handbook"	"turnerherb"	136.55	"South"	"NonFiction"	"1500-1599"
"483"	1534	"Bible"	"tyndnew"	106.1	"South"	"Religious"	"1500-1599"
"484"	1534	"Bible"	"tyndnew"	117.48	"South"	"Religious"	"1500-1599"
"485"	1534	"Bible"	"tyndnew"	136.31	"South"	"Religious"	"1500-1599"
"486"	1530	"Bible"	"tyndold"	135.89	"South"	"Religious"	"1500-1599"
"487"	1530	"Bible"	"tyndold"	117.76	"South"	"Religious"	"1500-1599"
"488"	1530	"Bible"	"tyndold"	124.22	"South"	"Religious"	"1500-1599"
"489"	1676	"Handbook"	"walton"	106.73	"South"	"NonFiction"	"1600-1699"
"490"	1676	"Handbook"	"walton"	118.35	"South"	"NonFiction"	"1600-1699"
"491"	1676	"Handbook"	"walton"	115	"South"	"NonFiction"	"1600-1699"
"492"	1565	"PublicLetter"	"wcecil"	111.75	"South"	"Conversational"	"1500-1599"
"493"	1588	"PublicLetter"	"wcecil"	163.18	"South"	"Conversational"	"1500-1599"
"494"	1588	"PublicLetter"	"wcecil"	119.47	"South"	"Conversational"	"1500-1599"
"495"	1529	"PublicLetter"	"wolsey"	141.93	"South"	"Conversational"	"1500-1599"
"496"	1529	"PublicLetter"	"wolsey"	117.5	"South"	"Conversational"	"1500-1599"
"497"	1529	"PublicLetter"	"wolsey"	139.45	"South"	"Conversational"	"1500-1599"
"498"	1625	"PrivateLetter"	"wpaston"	101.62	"South"	"Conversational"	"1600-1699"
"499"	1503	"PrivateLetter"	"wplumpt"	73.17	"South"	"Conversational"	"1500-1599"
"500"	1516	"PrivateLetter"	"wplumpt"	160	"South"	"Conversational"	"1500-1599"
"501"	1516	"PrivateLetter"	"wplumpt"	139.94	"South"	"Conversational"	"1500-1599"
"502"	1649	"PrivateLetter"	"zouch"	126.54	"South"	"Conversational"	"1600-1699"
"503"	1450	"Religion"	"cmaelr"	133.62	"South"	"NonFiction"	"1150-1499"
"504"	1230	"Religion"	"cmancriw"	110.22	"South"	"NonFiction"	"1150-1499"
"505"	1230	"Religion"	"cmancriw"	109.5	"South"	"NonFiction"	"1150-1499"
"506"	1340	"Religion"	"cmayenbi"	120.36	"South"	"NonFiction"	"1150-1499"
"507"	1380	"Philosophy"	"cmboeth"	111.28	"South"	"NonFiction"	"1150-1499"
"508"	1400	"History"	"cmbrut"	121.27	"South"	"NonFiction"	"1150-1499"
"509"	1464	"History"	"cmcapchr"	138.38	"South"	"NonFiction"	"1150-1499"
"510"	1452	"Sermon"	"cmcapser"	160.65	"South"	"Religious"	"1150-1499"
"511"	1400	"Religion"	"cmcloud"	145.91	"South"	"NonFiction"	"1150-1499"
"512"	1390	"Religion"	"cmctpars"	139.17	"South"	"NonFiction"	"1150-1499"
"513"	1350	"Bible"	"cmearlps"	129.58	"South"	"Religious"	"1150-1499"
"514"	1390	"Religion"	"cmedvern"	138.13	"South"	"NonFiction"	"1150-1499"
"515"	1495	"Sermon"	"cmfitzja"	166.49	"South"	"Religious"	"1150-1499"
"516"	1440	"Sermon"	"cmgaytry"	117.6	"South"	"Religious"	"1150-1499"
"517"	1475	"History"	"cmgregor"	141.67	"South"	"NonFiction"	"1150-1499"
"518"	1200	"Religion"	"cmhali"	131.37	"South"	"NonFiction"	"1150-1499"
"519"	1396	"Religion"	"cmhilton"	148.5	"South"	"NonFiction"	"1150-1499"
"520"	1497	"Sermon"	"cminnoce"	130.98	"South"	"Religious"	"1150-1499"
"521"	1400	"Religion"	"cmjulnor"	125.7	"South"	"NonFiction"	"1150-1499"
"522"	1450	"Religion"	"cmkempe"	129.16	"South"	"NonFiction"	"1150-1499"
"523"	1400	"Travel"	"cmmandev"	142.08	"South"	"NonFiction"	"1150-1499"
"524"	1415	"Sermon"	"cmmirk"	129.3	"South"	"Religious"	"1150-1499"
"525"	1388	"Bible"	"cmntest"	113.08	"South"	"Religious"	"1150-1499"
"526"	1382	"Bible"	"cmotest"	148.78	"South"	"Religious"	"1150-1499"
"527"	1150	"History"	"cmpeterb"	134.08	"South"	"NonFiction"	"1150-1499"
"528"	1387	"History"	"cmpolych"	137.2	"South"	"NonFiction"	"1150-1499"
"529"	1388	"Religion"	"cmpurvey"	153.39	"South"	"NonFiction"	"1150-1499"
"530"	1481	"Fiction"	"cmreynar"	93.22	"South"	"Fiction"	"1150-1499"
"531"	1500	"Handbook"	"cmreynes"	128.57	"South"	"NonFiction"	"1500-1599"
"532"	1348	"Religion"	"cmrollep"	133.24	"South"	"NonFiction"	"1150-1499"
"533"	1349	"Religion"	"cmrolltr"	144.86	"South"	"NonFiction"	"1150-1499"
"534"	1425	"Sermon"	"cmroyal"	126.95	"South"	"Religious"	"1150-1499"
"535"	1200	"Religion"	"cmvices"	105.18	"South"	"NonFiction"	"1150-1499"
"536"	1400	"Religion"	"cmvices"	113.02	"South"	"NonFiction"	"1150-1499"
"537"	1400	"Sermon"	"cmwycser"	130.62	"South"	"Religious"	"1150-1499"
